GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022300005,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,145,243,1,1,20231103,OKC,GSW
Shot Chart Detail,0022300005,249,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,15,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,50,272,1,1,20231103,OKC,GSW
Shot Chart Detail,0022300005,292,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,29,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,83,1,1,20231103,OKC,GSW
Shot Chart Detail,0022300005,382,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,4,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,17,1,1,20231103,OKC,GSW
Shot Chart Detail,0022300005,397,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,-32,323,1,1,20231103,OKC,GSW
Shot Chart Detail,0022300005,409,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,30,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-153,18,1,1,20231103,OKC,GSW
Shot Chart Detail,0022300005,411,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,58,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-9,1,1,20231103,OKC,GSW
Shot Chart Detail,0022300005,681,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,13,1,1,20231103,OKC,GSW
Shot Chart Detail,0022300005,743,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,9,1,1,20231103,OKC,GSW
Shot Chart Detail,0022300051,61,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,49,262,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300051,81,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-33,267,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300051,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,0,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,8,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300051,287,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-121,149,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300051,299,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-47,194,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300051,416,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,80,257,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300051,418,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,57,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,93,188,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300051,441,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,53,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-5,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300051,473,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-137,242,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300051,609,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-138,209,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300051,638,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,173,200,1,1,20231124,GSW,SAS
Shot Chart Detail,0022300060,16,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,2,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,11,1,1,20231128,SAC,GSW
Shot Chart Detail,0022300060,45,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,42,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-188,173,1,1,20231128,SAC,GSW
Shot Chart Detail,0022300060,310,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,5,248,1,1,20231128,SAC,GSW
Shot Chart Detail,0022300060,320,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,37,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,0,94,1,1,20231128,SAC,GSW
Shot Chart Detail,0022300060,328,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,59,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,1,20231128,SAC,GSW
Shot Chart Detail,0022300060,430,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,38,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-156,211,1,1,20231128,SAC,GSW
Shot Chart Detail,0022300060,463,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,13,1,1,20231128,SAC,GSW
Shot Chart Detail,0022300060,716,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,174,215,1,1,20231128,SAC,GSW
Shot Chart Detail,0022300062,14,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,16,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-189,207,1,1,20231024,GSW,PHX
Shot Chart Detail,0022300062,92,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,22,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-146,248,1,1,20231024,GSW,PHX
Shot Chart Detail,0022300062,117,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,13,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,31,1,1,20231024,GSW,PHX
Shot Chart Detail,0022300062,276,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,16,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,33,1,1,20231024,GSW,PHX
Shot Chart Detail,0022300062,408,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,188,185,1,1,20231024,GSW,PHX
Shot Chart Detail,0022300062,418,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,21,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,34,36,1,1,20231024,GSW,PHX
Shot Chart Detail,0022300062,539,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,38,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,36,1,1,20231024,GSW,PHX
Shot Chart Detail,0022300062,725,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,31,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-227,61,1,1,20231024,GSW,PHX
Shot Chart Detail,0022300087,37,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,57,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,27,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,48,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,137,236,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,88,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-92,145,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,220,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,24,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,233,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,56,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,0,257,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,263,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,124,210,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,337,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,55,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,13,34,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,355,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,30,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,94,246,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,365,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,172,204,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,395,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,29,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-53,180,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,419,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-55,269,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,429,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,52,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,27,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,629,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,38,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,114,158,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300087,683,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-158,236,1,1,20231027,SAC,GSW
Shot Chart Detail,0022300096,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-228,107,1,1,20231029,HOU,GSW
Shot Chart Detail,0022300096,357,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,232,140,1,1,20231029,HOU,GSW
Shot Chart Detail,0022300096,591,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,9,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,199,161,1,1,20231029,HOU,GSW
Shot Chart Detail,0022300096,598,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-190,193,1,1,20231029,HOU,GSW
Shot Chart Detail,0022300096,604,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,55,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-157,206,1,1,20231029,HOU,GSW
Shot Chart Detail,0022300096,610,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,19,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,212,140,1,1,20231029,HOU,GSW
Shot Chart Detail,0022300108,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,47,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,5,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-205,151,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,46,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,126,223,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,49,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,23,197,127,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,100,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,44,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,6,248,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,244,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,8,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,88,95,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,357,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-85,236,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,379,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,51,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-124,222,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,432,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,14,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,441,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,55,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,10,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,573,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,19,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,12,105,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,576,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-199,206,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,584,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,59,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-211,-9,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,643,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,13,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300108,647,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,39,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,12,313,1,1,20231030,NOP,GSW
Shot Chart Detail,0022300126,29,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,51,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,26,1,1,20231101,GSW,SAC
Shot Chart Detail,0022300126,247,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,19,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-114,291,1,1,20231101,GSW,SAC
Shot Chart Detail,0022300126,299,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-88,264,1,1,20231101,GSW,SAC
Shot Chart Detail,0022300126,399,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,36,261,1,1,20231101,GSW,SAC
Shot Chart Detail,0022300126,573,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,1,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,44,24,1,1,20231101,GSW,SAC
Shot Chart Detail,0022300126,602,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,138,242,1,1,20231101,GSW,SAC
Shot Chart Detail,0022300126,651,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,33,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,36,61,1,1,20231101,GSW,SAC
Shot Chart Detail,0022300142,48,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-210,175,1,1,20231105,CLE,GSW
Shot Chart Detail,0022300142,75,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,45,257,1,1,20231105,CLE,GSW
Shot Chart Detail,0022300142,99,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,159,209,1,1,20231105,CLE,GSW
Shot Chart Detail,0022300142,288,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,44,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-146,228,1,1,20231105,CLE,GSW
Shot Chart Detail,0022300142,402,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,235,103,1,1,20231105,CLE,GSW
Shot Chart Detail,0022300142,455,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-108,226,1,1,20231105,CLE,GSW
Shot Chart Detail,0022300142,474,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,195,179,1,1,20231105,CLE,GSW
Shot Chart Detail,0022300142,673,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,20,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,62,66,1,1,20231105,CLE,GSW
Shot Chart Detail,0022300145,9,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,96,253,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,22,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,54,264,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,33,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,15,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,23,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,64,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,23,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,21,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,84,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-4,291,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,88,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-38,277,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,214,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,143,236,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,351,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,162,210,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,19,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-156,68,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,527,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,54,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,26,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,565,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,19,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,97,198,1,1,20231106,DET,GSW
Shot Chart Detail,0022300145,616,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,1,1,1,20231106,DET,GSW
Shot Chart Detail,0022300169,224,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,20,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-77,260,1,1,20231108,DEN,GSW
Shot Chart Detail,0022300169,251,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,156,200,1,1,20231108,DEN,GSW
Shot Chart Detail,0022300169,296,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,49,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-125,216,1,1,20231108,DEN,GSW
Shot Chart Detail,0022300169,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-222,96,1,1,20231108,DEN,GSW
Shot Chart Detail,0022300169,518,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,29,279,1,1,20231108,DEN,GSW
Shot Chart Detail,0022300169,643,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,18,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,34,151,306,1,1,20231108,DEN,GSW
Shot Chart Detail,0022300176,43,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,107,239,1,1,20231111,GSW,CLE
Shot Chart Detail,0022300176,107,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,21,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,32,1,1,20231111,GSW,CLE
Shot Chart Detail,0022300176,268,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,53,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,56,43,1,1,20231111,GSW,CLE
Shot Chart Detail,0022300176,319,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,175,235,1,1,20231111,GSW,CLE
Shot Chart Detail,0022300176,384,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,19,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,127,47,1,1,20231111,GSW,CLE
Shot Chart Detail,0022300176,418,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-189,184,1,1,20231111,GSW,CLE
Shot Chart Detail,0022300176,427,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,174,211,1,1,20231111,GSW,CLE
Shot Chart Detail,0022300176,499,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,2,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-49,110,1,1,20231111,GSW,CLE
Shot Chart Detail,0022300176,502,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,31,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,145,151,1,1,20231111,GSW,CLE
Shot Chart Detail,0022300186,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,22,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,34,193,1,1,20231112,GSW,MIN
Shot Chart Detail,0022300186,77,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,36,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,232,84,1,1,20231112,GSW,MIN
